gene_set	p-value	q-value	enrich_description
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN	4.777509772215431e-09	8.221049237720084e-07	(17776, 158, 141, 12, 'ADCY3;NDUFS3;SERPINA1;CLN3;FOXO3;SLC39A8;NUPR1;FADS1;LDLR;TRIM27;TLR1;CDKN2A')
BROWNE_HCMV_INFECTION_20HR_UP	4.903360953595688e-09	8.307802181838357e-07	(17776, 158, 173, 13, 'CDKN2B;ERBB3;MAPT;MLXIP;IGF2R;CELF1;SLC22A5;PML;FURIN;APOE;PTPN11;ATXN2L;IREB2')
PID_AMB2_NEUTROPHILS_PATHWAY	5.093282000887626e-09	8.375399988717529e-07	(17776, 158, 29, 7, 'LRP1;MST1R;APOB;LPA;MST1;RHOA;BLK;PLG')
TATAAA_TATA_01	5.0953582061570365e-09	8.375399988717529e-07	(17776, 158, 833, 27, 'C11orf30;CELF1;AGBL2;APOA5;TNKS;IKZF4;SMAD3;EFEMP1;HOXA11;MTCH2;TCTA;TRPM8;KLHDC8B;RAB5B;NHLRC2;RHOA;GPX1;TSLP;TNRC6A;BACH2;TCF4;FGF5;MON1A;FURIN;PITX2;KIAA1199;BLK;CELF4')
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	5.610340262572426e-09	8.87518285672255e-07	(17776, 158, 143, 12, 'EFR3B;CCR7;TRAIP;FOXO3;SLC39A8;TCHH;MYL2;SLC22A4;PSMA4;SMARCA4;GPD1;WNT2B')
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	5.641176790797952e-09	8.87518285672255e-07	(17776, 158, 837, 27, 'ERBB3;ATP1B1;RSPO3;SOX7;LRP5;ARHGAP27;CASZ1;HHIP;CDKN2B;C1QTNF4;IGF2BP2;SLC39A8;ADAMTS7;CDKN2A;CLDN23;CPNE7;TCF7L2;NPR3;SEMA3F;PRDM8;SLC22A3;WNT4;PVRL2;PPP1R3B;FGF5;CHRNA5;KIAA1199')
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_UP	5.610340262572426e-09	8.87518285672255e-07	(17776, 158, 143, 12, 'SIX1;CRHR1;IL18R1;LIMA1;MST1R;CCR7;NUPR1;MYL2;CSF2;PDLIM4;SOX7;PLG')
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	6.01470662968767e-09	9.329572410246522e-07	(17776, 158, 4, 4, 'SLC22A1;SLC22A3;SLC22A2;NT5C2')
TGACCTY_ERR1_Q2	6.1282593715342835e-09	9.373683397042647e-07	(17776, 158, 671, 24, 'NAA25;ATP1B1;JMJD1C;DNAJC27;CSF2;UHRF2;AGBL2;HNF1B;LRP5;TOMM40;ALDOA;SIX6;MADD;MTCH2;PHB;TCF7L2;SEMA3F;SH2B3;NCOA6;WNT4;RP1L1;SLC38A3;PITX2;RREB1')
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_DN	7.1057352103902215e-09	1.0719926283839384e-06	(17776, 158, 146, 12, 'IL18R1;MAN2A2;FES;IGF2R;IL18RAP;CCND2;C18orf8;FURIN;GMPPB;MTCH2;TOMM40;TRAFD1')
MARTINEZ_RB1_TARGETS_UP	7.218067776598791e-09	1.074224059779493e-06	(17776, 158, 470, 20, 'PMEL;TUFM;GPD1;HMGA2;FADS2;HHIP;NME7;MSRA;TP53;ATP2A1;NSF;RIOK3;CCND2;TM6SF2;SMARCA4;RBM6;TSLP;BACH2;MST1R;IP6K1')
CCAGGGG_MIR331	7.615840915154108e-09	1.1183100799812294e-06	(17776, 158, 67, 9, 'SETD8;RAB5B;ZNF513;PRDM8;TAOK2;FURIN;DAG1;ATXN2L;ZNF652')
TGACAGNY_MEIS1_01	1.0764921812873548e-08	1.5006846066478023e-06	(17776, 158, 583, 22, 'AKTIP;TET2;ZNF259;ITCH;P4HA2;HNF1B;NME7;CDKN2B;FOXO3;PDLIM4;TCF7L2;WNT3;PTCH1;RIOK3;NCOA6;WNT4;RBM5;MAGI3;BACH2;TNRC6A;MON1A;PITX2')
TAATTA_CHX10_01	1.0764921812873548e-08	1.5006846066478023e-06	(17776, 158, 583, 22, 'AKTIP;ASPHD1;LRP5;CEP120;HHIP;ADAMTS13;HOXA11;PITPNM2;TRPM8;SIX1;RAB5B;GTF2B;THADA;PRDM8;GPX1;RP1L1;TNRC6A;BACH2;CADM2;PITX2;RREB1;NPR3')
GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP	1.0688779642550088e-08	1.5006846066478023e-06	(17776, 158, 121, 11, 'LRP1;PAM;ERP29;NDUFS3;TP53;NR1H3;CEP250;FES;FOXO3;MAPK3;RERE;ALDOA')
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	1.0395022673881488e-08	1.5006846066478023e-06	(17776, 158, 635, 23, 'NAA25;RPS26;WDR36;TOMM40;PHACTR1;CLPTM1L;NDUFS3;NR1H3;CHMP1A;NUP160;SLC19A2;MTCH2;GAL;TRAFD1;PHB;DLEU1;THADA;AP4B1;CENPW;CDK6;TCF4;DEF8;MON1A')
TGCTGCT_MIR15A_MIR16_MIR15B_MIR195_MIR424_MIR497	1.1611169455359628e-08	1.5984226151484449e-06	(17776, 158, 435, 19, 'MAP3K4;RSPO3;RSBN1;CASZ1;GPN1;SMAD3;MAMSTR;PPP6R3;CAMKV;MAPK3;PTCH1;CCND2;RBM6;BACH2;IGF2R;DEF8;ATXN2;FURIN;KBTBD4')
GTTTGTT_MIR495	1.1772276333687961e-08	1.6005935711469817e-06	(17776, 158, 186, 13, 'BUD13;C11orf30;TNRC6A;FOXO3;CDK6;PTCH1;DCLRE1B;CELF1;CYB5B;RSBN1;DAG1;NFAT5;IREB2')
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_UP	1.2077192729236675e-08	1.6024834159889578e-06	(17776, 158, 153, 12, 'MADD;C11orf30;APOA5;SMAD3;BACH2;LSP1;RASIP1;CCR7;CD19;SH2B3;BLK;IFT172')
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	1.2077192729236675e-08	1.6024834159889578e-06	(17776, 158, 153, 12, 'ADCY3;UBA7;NT5C2;IRF1;BCL3;LRP1;MST1R;ATP2A1;CAMKV;TCF4;LCORL;PTPN22')
NUYTTEN_EZH2_TARGETS_UP	1.2980216779800445e-08	1.70179913566598e-06	(17776, 158, 754, 25, 'NT5C2;ATP1B1;IRF1;WDR36;LIMA1;JAZF1;CSF2;CLCN6;P4HA2;PML;HMGA2;BANK1;MSRA;FNBP4;EFEMP1;PNPT1;CEP250;GTF2B;NFAT5;SLC22A4;GPX1;WNT4;PHTF1;PAM;BACH2;SLC22A5;TCF4;FGF5')
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	1.3982086423798559e-08	1.8115849151211003e-06	(17776, 158, 155, 12, 'FADS2;CORO1A;RAB5B;SH2B3;CCND2;IP6K1;PPP6R3;FTO;LRP5;SMARCA4;GPD1;KCNK3')
RACCACAR_AML_Q6	1.4265419041163686e-08	1.8268030220969264e-06	(17776, 158, 189, 13, 'MADD;TRPM8;HHIP;MSRA;JMJD1C;MKLN1;CSF2;APOBR;KIAA1199;IL3;GPD1;GPX1;PTPN22')
YCATTAA_UNKNOWN	1.5113210575638607e-08	1.9131240007989424e-06	(17776, 158, 395, 18, 'CPS1;HHIP;CDKN2B;MSRA;ERBB3;RAB5B;BACH2;FES;FGF5;PTCH1;GNAT1;CSF2;JAZF1;PITX2;FURIN;NPR3;USP4;CELF4')
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN	1.6152647044221627e-08	2.0214670670228725e-06	(17776, 158, 157, 12, 'DOC2A;TCF7L2;TRA2B;MAGI3;PTCH1;CCND2;NUPR1;CSF2;PKN2;KIAA1199;MTHFR;PNPT1')
CTCTGGA_MIR520A_MIR525	1.6373402054227452e-08	2.026070526103449e-06	(17776, 158, 126, 11, 'SLC22A2;WNT3;IKZF4;CADM2;THADA;PPP6R3;STAT6;ARHGEF40;RSBN1;HNF1B;BSN')
HSIAO_LIVER_SPECIFIC_GENES	1.7347501091830962e-08	2.0548737297050875e-06	(17776, 158, 158, 12, 'CPS1;ADH1B;F5;ALDH2;APOB;SLC38A3;SERPINA1;LPA;FURIN;APOC1;APOE;PLG')
KEGG_PATHWAYS_IN_CANCER	1.7352515832431956e-08	2.0548737297050875e-06	(17776, 158, 268, 15, 'WNT4;TCF7L2;HHIP;CDKN2B;WNT3;SMAD3;TP53;CDK6;FGF5;PTCH1;MAPK3;PML;RHOA;CDKN2A;WNT2B')
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	1.6913048744228412e-08	2.0548737297050875e-06	(17776, 158, 34, 7, 'ABCG8;APOA5;APOB;LPA;ABCG5;APOE;LDLR')
GSE19923_E2A_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	1.7347501091830962e-08	2.0548737297050875e-06	(17776, 158, 158, 12, 'IKZF4;HMGCR;NUPR1;CCND2;LDLR;GAL;FURIN;FDFT1;IL5;PLG;PNPT1;PTPN22')
AREB6_03	1.8329954174795732e-08	2.147529631138568e-06	(17776, 158, 193, 13, 'TMEM116;DOC2A;AKTIP;ERBB3;LSP1;LIMA1;SEMA3F;JMJD1C;HOXA11;TNNT3;HNF1B;LRP5;GPD1')
GTCNYYATGR_UNKNOWN	1.8670554669808772e-08	2.1644086166168842e-06	(17776, 158, 74, 9, 'CASZ1;WNT4;DOC2A;GPN1;PHTF1;JMJD1C;THADA;GMPPB;CCDC121;SIX6')
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	2.2718833179722855e-08	2.598739237902136e-06	(17776, 158, 130, 11, 'UBA7;BCL3;SEPT9;IRF1;CD19;BCL7C;PML;TOMM40;TRIM27;BCKDK;MAP3K4')
MULLIGHAN_NPM1_SIGNATURE_3_UP	2.3002100155006012e-08	2.598739237902136e-06	(17776, 158, 234, 14, 'TRPM8;RBM5;ACP2;FANCA;IGF2BP2;MAN2A2;CELF1;IP6K1;FADS1;RAPSN;ARHGEF40;PKN2;PTPN11;OGFOD2;SIX6')
TTANTCA_UNKNOWN	2.3125074486008292e-08	2.598739237902136e-06	(17776, 158, 663, 23, 'JMJD1C;JAZF1;CSF2;GPD1;HMGA2;CASZ1;SMAD3;EFEMP1;IL3;IL5;TRPM8;SIX1;USP49;PTCH1;PRDM8;NFAT5;GPX1;WNT4;RP1L1;FES;IL18RAP;FGF5;CDK6;PITX2')
GUO_TARGETS_OF_IRS1_AND_IRS2	2.3705105356815124e-08	2.6370133868141918e-06	(17776, 158, 76, 9, 'ABCG8;LPP;BCL3;PPP1R3B;HMGCR;ATXN2;RBL2;ABCG5;FDFT1')
NMYC_01	2.640337577534408e-08	2.9078037741386435e-06	(17776, 158, 199, 13, 'ADCY3;HHIP;APOA5;SEMA3F;TET2;FOXO3;CELF1;BCL7C;MON1A;ASPHD1;GPD1;MFHAS1;CAMKV')
chr6q26	2.986500887575251e-08	3.2564687400857665e-06	(17776, 158, 5, 4, 'LPAL2;SLC22A2;SLC22A1;LPA;SLC22A3;PLG')
BENPORATH_EED_TARGETS	3.1625125448949356e-08	3.348918332396916e-06	(17776, 158, 731, 24, 'ADRB1;TET2;JMJD1C;RSPO3;GATA4;SOX7;HNF1B;SIX6;CASZ1;HHIP;IKZF3;CNNM2;SIX1;NPR3;CRHR1;MAPT;SLC22A3;LCORL;TSLP;BACH2;HOXA13;FGF5;PITX2;KIAA1199')
TAL1BETAITF2_01	3.153826268311801e-08	3.348918332396916e-06	(17776, 158, 202, 13, 'RP1L1;SMAD3;C1QTNF4;CADM2;ZNF513;LIMA1;CDK6;RIOK3;PRDM8;HOXA11;PDLIM4;LRP5;GPD1')
GSE14308_TH1_VS_NATURAL_TREG_DN	3.116949804112032e-08	3.348918332396916e-06	(17776, 158, 134, 11, 'TRPC4AP;ERBB3;IRF1;EIF2B4;LSP1;PAM;BCL2L15;SLC22A5;DPEP1;ATXN2L;MTMR9')
GSE14308_TH1_VS_NAIVE_CD4_TCELL_DN	3.367715482975968e-08	3.4989293032088997e-06	(17776, 158, 135, 11, 'BANK1;CRHR1;EIF2B4;TET2;CCND2;SETD1A;GDF5;DAG1;RREB1;HEXIM1;IREB2')
GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	3.367715482975968e-08	3.4989293032088997e-06	(17776, 158, 135, 11, 'UBA7;ACP2;LSP1;FNBP4;IP6K1;STAT6;RBL2;RSBN1;IRF4;NPC1;GPX1')
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_UP	3.464841745295529e-08	3.566196461770062e-06	(17776, 158, 417, 18, 'UBA7;CORO1A;ALDH2;TRAFD1;GTF2B;SLC19A2;SURF4;CELF4;GPD1;PTPN11;NOS3;RBL2;PITPNM2;ARHGAP27;MTHFR;SBK1;ADAMTS7;SLC9A3R2')
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	3.636284245004742e-08	3.707999850947891e-06	(17776, 158, 136, 11, 'PHACTR1;BANK1;SMAD3;CCR7;FOXO3;MAPK3;FNBP4;CCND2;APOC1;BLK;GPX1')
TGGTGCT_MIR29A_MIR29B_MIR29C	3.737407426942426e-08	3.741824362992449e-06	(17776, 158, 372, 17, 'C11orf30;ADAMTS13;ATP1B1;TRAFD1;BACH2;XKR6;HMGCR;CDK6;CCND2;DEF8;PITPNM2;FAM167A;DAG1;NFAT5;KIAA1199;FAM57B;IREB2')
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	3.726278257523461e-08	3.741824362992449e-06	(17776, 158, 419, 18, 'MPHOSPH9;CORO1A;SIX1;DLEU1;NME7;PHTF1;FANCA;MLXIP;BCL7C;SLC39A8;EFEMP1;NHLRC2;RBL2;DAG1;HNF1B;HEXIM1;GTF3C2;TCTA')
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN	3.923750783321454e-08	3.892997060965691e-06	(17776, 158, 137, 11, 'RPS26;CORO1A;BCL3;SULT1A2;OGFOD2;CDK6;TUFM;RPL6;DPEP1;NRBP1;CAMKV')
HADDAD_B_LYMPHOCYTE_PROGENITOR	3.9782206355483526e-08	3.911798558865537e-06	(17776, 158, 206, 13, 'RBM6;BANK1;IRF4;BACH2;IGF2R;JMJD1C;MLXIP;CD19;TCF4;P4HA2;PKN2;SMARCA4;BLK')
TGGNNNNNNKCCAR_UNKNOWN	4.1148221169699597e-08	4.010312918069926e-06	(17776, 158, 286, 15, 'HMGA2;ATP1B1;SULT1A2;SMAD3;TP53;NR1H3;SLC38A3;EXD1;SLC22A1;SULT1A1;MAPK3;CAMKV;GNAT1;MTCH2;RERE;ADAMTS7;ALDOA')
HNF4_DR1_Q3	4.1950180759969064e-08	4.052608251838064e-06	(17776, 158, 171, 12, 'WNT3;ERBB3;ATP1B1;LRP1;TP53;NR1H3;JMJD1C;EFEMP1;CSF2;GATA4;RREB1;GTF3C2')
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	4.308773811477842e-08	4.1263066074613455e-06	(17776, 158, 287, 15, 'PHACTR1;TCF7L2;SEPT9;SMAD3;NR1H3;MAN2A2;NQO1;RERE;FADS1;ARHGEF40;APOC1;APOE;NPC1;TLR1;MFHAS1')
GSE3039_CD4_TCELL_VS_B2_BCELL_DN	4.911349595779186e-08	4.662818370544497e-06	(17776, 158, 140, 11, 'RPS26;PVRL2;LPP;ACP2;IGF2BP2;CCND2;DAG1;CNNM2;PINX1;MFHAS1;ALDOA')
WEI_MYCN_TARGETS_WITH_E_BOX	5.314089636780753e-08	5.002057194005679e-06	(17776, 158, 530, 20, 'NAA25;BCL3;SURF4;ZBTB38;CLN3;LIN28B;ALDOA;SBNO1;SLC39A8;MTCH2;PNPT1;TRAFD1;PHB;FNDC4;CCND2;PPM1G;SMARCA4;DEF8;CHRNA5;WNT2B')
CEBPDELTA_Q6	5.772467256502158e-08	5.387473042021887e-06	(17776, 158, 176, 12, 'CPS1;GTF3C2;NR1H3;FOXO3;CDK6;PTCH1;CCND2;EFEMP1;PRDM8;HOXA11;GPD1;CELF4')
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	6.128697262246817e-08	5.6718775587499325e-06	(17776, 158, 588, 21, 'SEPT9;TRA2B;LIMA1;JMJD1C;DCLRE1B;CMIP;PML;CASZ1;NME7;GPN1;SMAD3;FOXO3;IL1RL1;RIOK3;THADA;AP4B1;MTHFR;TCF4;FADS1;FURIN;NPC1')
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	6.195118205481617e-08	5.685569733080754e-06	(17776, 158, 535, 20, 'SETD8;ERP29;CLN3;ZBTB38;CMIP;STAT6;TOMM40;CEP120;GPD1;FADS2;MSRA;NR1H3;EXD1;MTCH2;SLC19A2;TCF7L2;TMEM116;RIOK3;MKLN1;NPC1')
GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	6.569641212066127e-08	5.979459394089608e-06	(17776, 158, 144, 11, 'ATP1B1;IRF1;IL18R1;IGF2R;PML;FURIN;APOE;LDLR;BLK;D2HGDH;MFHAS1')
TGACATY_UNKNOWN	6.765016460147802e-08	6.106813629148175e-06	(17776, 158, 486, 19, 'LPP;C11orf30;ERBB3;ATP1B1;LRP1;TRPC4AP;TET2;ALDOA;MADD;CORO1A;IKZF4;C1QTNF4;EFEMP1;WNT3;EIF2B4;PLCE1;RAPSN;IGF2R;CDK6')
GATA1_02	6.956113295260529e-08	6.215761327602207e-06	(17776, 158, 179, 12, 'PVRL2;SIX1;IKZF4;IL1RL1;SLC39A8;SH2B3;KCNK3;WNT2B;PITX2;FURIN;GPX1;CELF4')
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP	7.037909882434603e-08	6.215761327602207e-06	(17776, 158, 437, 18, 'ALDH2;TRA2B;ERP29;TUFM;CLCN6;PSMA4;ALDOA;CORO1A;NDUFS3;TCTA;EIF2B4;MAPT;NSF;FTO;RHOA;GPX1;PAM;MAN2A2;SULT1A1;IP6K1')
GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP	7.055027385365258e-08	6.215761327602207e-06	(17776, 158, 145, 11, 'PVRL2;BCL3;ATP1B1;IRF1;RERE;PML;FURIN;IRF4;NPC1;TLR1;TRAFD1')
NFKB_Q6	7.396376540448803e-08	6.464785304758942e-06	(17776, 158, 180, 12, 'TSLP;BCL3;ATP1B1;LRP1;CDK6;HOXA11;STAT6;CSF2;GATA4;NFAT5;BCKDK;PTPRJ')
ZHANG_TLX_TARGETS_60HR_UP	7.74498333420297e-08	6.716181217289552e-06	(17776, 158, 218, 13, 'TSLP;LRP1;PAM;TCTA;IGF2R;FOXO3;SLC19A2;IP6K1;APOE;NQO1;SBK1;ADAMTS7;TRAFD1')
MYCMAX_02	7.86140253340569e-08	6.763877039093505e-06	(17776, 158, 181, 12, 'PMEL;TP53;BACH2;MAN2A2;JMJD1C;TCF4;PTCH1;IP6K1;HOXA11;GATA4;LRP5;CAMKV')
CTGCAGY_UNKNOWN	7.940724171457422e-08	6.77916242637679e-06	(17776, 158, 491, 19, 'DOC2A;ATP1B1;JMJD1C;CELF1;HNF1B;LRP5;FAM57B;FOXO3;PRICKLE4;TCTA;RAB5B;MAPT;PTCH1;RNF123;RHOA;CADM2;HOXA13;CDK6;MST1;MAP3K4;WNT2B')
GRAESSMANN_RESPONSE_TO_MC_AND_DOXORUBICIN_DN	8.7334582534751e-08	7.286483011024339e-06	(17776, 158, 494, 19, 'NICN1;SMARCE1;BCL3;SUOX;CYB5B;TOMM40;LDLR;HMGA2;ANAPC4;USP4;TCF7L2;FNDC4;MAPK3;PIGU;FTO;D2HGDH;PVRL2;IP6K1;MAP3K4')
GCANCTGNY_MYOD_Q6	8.618645204308944e-08	7.286483011024339e-06	(17776, 158, 600, 21, 'DOC2A;ERBB3;ATP1B1;AKTIP;LIMA1;ADRB1;SURF4;LRP5;GPD1;DBNDD1;SIX6;PTPRJ;NR1H3;OGFOD2;CAMKV;WNT3;RAB5B;CCND2;RAPSN;PAM;CADM2;CELF4')
BROWNE_HCMV_INFECTION_1HR_DN	8.708014163111394e-08	7.286483011024339e-06	(17776, 158, 148, 11, 'RBM6;SIX1;KAT8;GPD1;GDF5;BLK;CLCN6;UHRF2;NFAT5;MAD1L1;BCKDK')
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN	9.176820095473752e-08	7.598821030936272e-06	(17776, 158, 117, 10, 'PHACTR1;ABCG8;IL18R1;SH2B1;MAN2A2;IL1RL1;FGF5;CHRNA5;GDF5;MRPL33')
GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP	9.330830541951972e-08	7.611884204334598e-06	(17776, 158, 149, 11, 'SMARCE1;BCL3;TP53;IL18R1;CD19;PML;NUP160;HNF1B;SGK223;TLR1;TRAFD1')
GSE25087_TREG_VS_TCONV_FETUS_UP	9.330830541951972e-08	7.611884204334598e-06	(17776, 158, 149, 11, 'CLPTM1L;CDKN2B;NME7;ATP1B1;CERS5;IKZF4;IGF2R;ZNF259;CDK6;NFAT5;CHRNA3')
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	9.95068437831574e-08	8.05785934252877e-06	(17776, 158, 118, 10, 'IRF1;ABO;GCKR;FOXO3;DNAJC27;FNBP4;NOS3;NFAT5;SLC22A4;SLC19A2')
chr17q21	1.0749385481814098e-07	8.641093599359026e-06	(17776, 158, 65, 8, 'PHB;PLEKHM1;WNT3;SMARCE1;DND1P1;STH;MAPT;RPS26P8;NSF;RPS7P11;ARL17B;HEXIM1;ZNF652;ARHGAP27')
CREL_01	1.1243327349653432e-07	8.972664065342989e-06	(17776, 158, 187, 12, 'WNT4;TSLP;TCF7L2;BCL3;IKZF3;TP53;IL27;CDK6;SH2B3;STAT6;GATA4;NFAT5')
BENPORATH_MYC_TARGETS_WITH_EBOX	1.144332814630539e-07	9.066573588148291e-06	(17776, 158, 152, 11, 'GAS8;PHB;ALDH2;BCL3;MAN2A2;CDK10;CCND2;MST1;STAT6;CLCN6;BLK;MTHFR;SLC9A3R2')
LEE_LIVER_CANCER_SURVIVAL_UP	1.1672587864206884e-07	9.117036180745419e-06	(17776, 158, 120, 10, 'ABCG8;MSRA;APOA5;C1QTNF4;ACSL6;SLC38A3;MST1;AMT;ABCG5;CUX2')
HALLMARK_UV_RESPONSE_UP	1.1672587864206884e-07	9.117036180745419e-06	(17776, 158, 120, 10, 'CDKN2B;IRF1;FEN1;SULT1A1;CYB5B;CHRNA5;FURIN;GAL;TCHH;ALDOA')
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	1.2019974827740434e-07	9.322252308303197e-06	(17776, 158, 726, 23, 'SEPT9;NT5C2;ITCH;RSBN1;LDLR;MPHOSPH9;TNKS;SMAD3;FOXO3;NUP160;TCF7L2;PLCE1;FTO;PKN2;RBM6;IGF2R;FGF5;MKLN1;ATXN2;KIAA1199;MAD1L1;GTF3C2;MAP3K4')
ATGTCAC_MIR489	1.2140477319800096e-07	9.349865505101988e-06	(17776, 158, 66, 8, 'ADAMTS13;SMAD3;BACH2;GPD1;CELF1;RIOK3;THADA;RERE')
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	1.2236284938372152e-07	9.358208751825868e-06	(17776, 158, 153, 11, 'D2HGDH;TP53;PAM;CCR7;RERE;CCND2;RREB1;TLR6;RPL6;IFT172;OGFOD2')
FEVR_CTNNB1_TARGETS_UP	1.2460744602028517e-07	9.464150365664831e-06	(17776, 158, 454, 18, 'CORO1A;CDKN2B;IRF1;MST1R;SLC38A3;SURF4;FDFT1;IL1RL1;TM6SF2;IP6K1;DPEP1;ABCG5;IL33;HNF1B;SLC22A3;FAM114A1;GPD1;ZNF652')
ACEVEDO_LIVER_CANCER_DN	1.2555909092413672e-07	9.471111427037793e-06	(17776, 158, 357, 16, 'ALDH2;MSRA;IRF1;ACP2;APOB;GPD1;IGF2R;HMGCR;SLC22A1;ITCH;ATXN2;FURIN;PLG;LRP5;LDLR;BCKDK')
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	1.3077611944168016e-07	9.73133380683259e-06	(17776, 158, 154, 11, 'ATP1B1;PHTF1;IL18R1;IGF2R;IL18RAP;TCF4;C18orf8;ITCH;NHLRC2;FURIN;NFAT5;NPC1')
SANSOM_APC_TARGETS_DN	1.3065816807650892e-07	9.73133380683259e-06	(17776, 158, 269, 14, 'CORO1A;CDKN2B;ATP1B1;IRF1;LRP1;LSP1;NR1H3;FAM109A;SLC22A4;NPR3;IRF4;DPEP1;GPD1;TCTA')
WTTGKCTG_UNKNOWN	1.3548401732388126e-07	1.0013996528777883e-05	(17776, 158, 359, 16, 'HMGA2;SIX1;DLEU1;ATP1B1;RAB5B;WNT3;BACH2;ADRB1;CADM2;JMJD1C;TCF4;ASPHD1;NOS3;LRP5;RERE;ATXN2L')
TAL1BETAE47_01	1.4167703904998997e-07	1.0401928207050263e-05	(17776, 158, 191, 12, 'SMAD3;LIMA1;CADM2;C1QTNF4;CELF1;RIOK3;HOXA11;PDLIM4;HNF1B;GPD1;GPX1;SIX6')
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	1.4997451459053454e-07	1.0938207478050044e-05	(17776, 158, 192, 12, 'UBA7;CLPTM1L;ERBB3;ATP1B1;TOMM40;CHMP1A;KRTCAP3;FDFT1;SMARCA4;RABEP2;NQO1;ARHGAP27')
BENPORATH_ES_WITH_H3K27ME3	1.513072847893282e-07	1.0962810048584682e-05	(17776, 158, 795, 24, 'ADRB1;TET2;RSPO3;GATA4;SOX7;HNF1B;IRF4;SIX6;CASZ1;HHIP;IKZF3;CNNM2;KCNK3;SIX1;NPR3;CRHR1;MAPT;FAM167A;SLC22A3;TSLP;HOXA13;FGF5;PITX2;KIAA1199')
RATTENBACHER_BOUND_BY_CELF1	1.5784085595535215e-07	1.1361446710041133e-05	(17776, 158, 317, 15, 'TRPM8;LPP;MSRA;KAT8;CERS5;EFR3B;ABO;IKZF4;TET2;ACSL6;PPA2;BSN-AS2;ZNF276;RREB1;RGL3')
SP1_Q6_01	1.5917828462266403e-07	1.1383314600970122e-05	(17776, 158, 157, 11, 'PLEKHM1;PVRL2;C11orf30;SMARCE1;LIMA1;BCL7C;TCF4;ASPHD1;NFAT5;RABEP2;WNT2B')
MARSON_BOUND_BY_FOXP3_STIMULATED	1.66097202875073e-07	1.1725823687584479e-05	(17776, 158, 624, 21, 'RPS26;TRPC4AP;ACP2;DCLRE1B;STAT6;CEP120;PTPRJ;SIX6;PTPN22;TP53;NR1H3;USP4;TCTA;SH2B3;RBL2;NFAT5;RHOA;SLC22A3;AP4B1;PLG;LCORL;RBM6;NPC1;NRBP1')
PEREZ_TP53_TARGETS	1.659196901854077e-07	1.1725823687584479e-05	(17776, 158, 799, 24, 'SEPT9;AKTIP;IRF1;LRP5;IRF4;CEP120;ARHGAP27;PTPRJ;SMAD3;CELSR2;HOXA11;ARHGEF40;ADAMTS7;KCNK3;MFHAS1;SH2B3;FAM167A;WNT4;MLXIP;SPATA2L;MST1;KIAA1199;MAD1L1;FLG')
REACTOME_HEMOSTASIS	1.782525539807635e-07	1.2503792210128334e-05	(17776, 158, 320, 15, 'F5;ATP1B1;IRF1;TP53;ATP2A1;APOB;SH2B1;SERPINA1;JMJD1C;MAPK3;SH2B3;NOS3;GATA4;RHOA;PLG;ALDOA')
