pathway	n_phen	n_clust	enrich_un_n2	un_n2_erich
NUYTTEN_NIPP1_TARGETS_DN	76	28	12	5
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	48	13	7	4
GSE29618_BCELL_VS_MONOCYTE_DN	48	16	9	3
OSMAN_BLADDER_CANCER_UP	61	19	11	7
TCF11_01	67	22	7	4
CREL_01	63	20	11	6
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	55	18	6	3
YWATTWNNRGCT_UNKNOWN	50	13	6	4
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	54	17	9	4
LIU_PROSTATE_CANCER_UP	49	13	6	3
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	58	14	9	5
GSE17721_POLYIC_VS_CPG_6H_BMDC_UP	51	13	5	2
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	61	20	12	4
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_DN	51	13	7	3
MYOD_Q6_01	65	20	12	7
MYB_Q5_01	62	23	9	4
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	64	20	10	5
PU1_Q6	63	21	10	4
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_DN	65	18	8	4
AP2GAMMA_01	59	17	8	4
GSE7768_OVA_ALONE_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP	65	18	10	5
GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	55	14	8	3
GSE360_CTRL_VS_T_GONDII_MAC_UP	46	10	4	2
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP	55	12	6	3
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_PDC_DN	59	17	9	3
AAAYWAACM_HFH4_01	72	28	9	3
ONKEN_UVEAL_MELANOMA_UP	69	23	12	6
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D	74	24	12	6
FOX_Q2	70	24	11	6
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_UP	54	13	8	3
GSE13485_CTRL_VS_DAY21_YF17D_VACCINE_PBMC_UP	56	15	7	5
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP	59	17	8	6
GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN	50	11	5	2
TGCTTTG_MIR330	72	25	9	5
ACTWSNACTNY_UNKNOWN	47	11	5	2
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_UP	55	15	9	3
OLF1_01	66	20	9	3
RICKMAN_METASTASIS_DN	48	10	5	3
MYC_UP.V1_DN	47	9	4	2
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	61	18	8	4
BLUM_RESPONSE_TO_SALIRASIB_UP	49	14	6	3
GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN	52	11	6	4
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_DN	57	17	9	2
GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN	60	18	10	7
IK2_01	72	25	10	7
MIKKELSEN_ES_ICP_WITH_H3K4ME3	68	21	9	6
MEF2_02	71	24	7	5
E2F1_Q3_01	55	13	6	3
GR_Q6	70	26	12	5
ETS2_B	59	19	10	4
GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP	48	13	7	3
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	49	13	7	4
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN	55	14	7	2
KEGG_DILATED_CARDIOMYOPATHY	54	17	7	3
KUMAR_TARGETS_OF_MLL_AF9_FUSION	60	19	11	6
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	43	9	5	2
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	74	27	9	6
GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_UP	65	23	11	6
GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	47	13	7	2
GSE24210_TCONV_VS_TREG_DN	60	14	8	6
MITSIADES_RESPONSE_TO_APLIDIN_UP	63	21	12	5
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_DN	55	16	8	5
STAT5B_01	61	20	9	4
GSE39864_WT_VS_GATA3_KO_TREG_DN	57	15	9	7
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	50	11	4	3
PEREZ_TP63_TARGETS	68	24	7	3
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	57	15	6	3
GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	53	13	7	3
WHN_B	64	21	9	5
WANG_MLL_TARGETS	76	27	10	7
EGR2_01	67	21	11	6
GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP	52	13	4	2
PAX4_03	59	18	8	5
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP	55	18	7	3
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	55	15	9	3
GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_UP	53	14	7	2
USF_Q6	64	20	9	4
SRF_Q4	60	18	8	3
chr5q13	44	11	4	0
TGACCTTG_SF1_Q6	63	21	11	5
CTATGCA_MIR153	69	24	8	6
GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_UP	56	16	7	3
GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_UP	57	13	7	5
GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP	56	14	7	3
GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	57	19	9	3
CEBPB_02	64	20	7	4
GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	54	13	7	3
OCT1_07	69	25	11	4
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	60	16	8	3
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP	50	13	6	4
GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	51	12	5	3
GSE15215_CD2_POS_VS_NEG_PDC_DN	50	11	6	2
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	65	26	7	4
CTAWWWATA_RSRFC4_Q2	62	18	7	3
CHX10_01	63	23	10	5
MMEF2_Q6	67	21	9	6
E2F1_Q4	58	18	8	5
PIT1_Q6	74	31	9	5
GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP	48	13	7	3
GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	50	12	5	2
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	62	17	10	6
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP	56	14	8	3
ACTGTGA_MIR27A_MIR27B	83	36	12	7
MYOGENIN_Q6	60	17	7	4
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN	61	17	7	3
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP	48	10	5	3
BENPORATH_CYCLING_GENES	68	24	12	7
SILIGAN_BOUND_BY_EWS_FLT1_FUSION	48	13	4	2
chr2p23	51	14	7	0
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP	54	16	8	3
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	57	16	8	3
GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN	50	13	7	4
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP	43	9	4	2
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_UP	61	18	11	6
GRUETZMANN_PANCREATIC_CANCER_DN	58	17	8	4
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP	58	18	10	4
GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_UP	56	17	11	3
KEGG_PATHWAYS_IN_CANCER	75	25	11	8
CEBPDELTA_Q6	65	23	9	4
ENK_UV_RESPONSE_KERATINOCYTE_DN	65	21	6	3
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN	55	15	6	3
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN	53	15	8	5
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP	55	14	6	3
GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP	52	12	7	3
YTAATTAA_LHX3_01	67	22	8	5
PUJANA_BRCA2_PCC_NETWORK	65	21	11	6
GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP	44	10	5	2
NFY_Q6_01	66	18	7	6
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD4_TCELL_UP	55	14	8	2
GATA4_Q3	68	23	8	4
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	48	9	4	2
MOOTHA_MITOCHONDRIA	54	15	6	3
KEGG_GNRH_SIGNALING_PATHWAY	48	10	6	3
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	46	11	7	6
GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP	53	14	7	3
GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	56	16	9	5
HNF6_Q6	79	34	12	5
TAXCREB_01	46	8	4	3
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN	63	18	9	5
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	64	18	9	5
GSE29949_MICROGLIA_BRAIN_VS_CD8_POS_DC_SPLEEN_DN	68	24	10	5
GSE7852_THYMUS_VS_FAT_TCONV_DN	51	16	10	3
HFH4_01	63	20	10	4
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_DN	56	15	5	5
PID_MTOR_4PATHWAY	45	9	4	2
BRUINS_UVC_RESPONSE_LATE	89	37	12	8
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP	62	19	10	5
E2F3_UP.V1_DN	48	10	5	2
GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP	55	15	8	3
NUYTTEN_NIPP1_TARGETS_UP	64	24	9	5
ACACTAC_MIR1423P	55	14	7	4
GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP	47	12	5	2
GSE10240_CTRL_VS_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	58	18	7	2
GSE17721_LPS_VS_CPG_0.5H_BMDC_UP	46	9	4	3
NGFIC_01	68	20	10	7
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN	52	16	6	3
DR4_Q2	64	19	9	7
REACTOME_SIGNALING_BY_ERBB2	54	15	9	4
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_MACROPHAGE_UP	58	16	7	3
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN	62	19	9	4
GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_UP	51	11	6	4
GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	53	13	6	3
GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP	62	19	8	6
P53_02	71	29	10	4
REACTOME_SIGNALING_BY_GPCR	78	32	12	6
HOXA9_DN.V1_DN	43	8	3	2
MYB_Q3	64	21	9	4
ESC_V6.5_UP_EARLY.V1_UP	51	13	5	3
GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_DN	49	11	5	3
GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	51	13	5	3
NFMUE1_Q6	55	14	7	2
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP	48	12	7	3
GSE7852_TREG_VS_TCONV_DN	59	18	9	6
CEBP_C	67	25	9	4
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	79	31	9	4
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	105	52	13	8
AMEF2_Q6	67	23	8	3
PTEN_DN.V2_DN	51	13	6	3
GRE_C	49	14	6	2
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	56	16	7	4
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN	46	11	4	2
GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN	53	16	9	5
ELK1_01	56	15	9	5
GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	55	14	8	4
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN	47	10	5	2
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_DN	54	15	6	3
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_UP	43	8	4	2
GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_DN	50	16	8	5
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	61	19	6	3
CTACCTC_LET7A_LET7B_LET7C_LET7D_LET7E_LET7F_MIR98_LET7G_LET7I	67	21	10	5
GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	58	15	8	5
GSE27786_BCELL_VS_MONO_MAC_UP	47	11	5	2
GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_UP	61	19	9	5
PR_Q2	67	22	11	4
RTTTNNNYTGGM_UNKNOWN	72	26	11	6
ACTACCT_MIR196A_MIR196B	55	14	8	2
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	63	18	9	4
DBP_Q6	66	25	8	3
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	56	16	6	3
GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN	52	14	6	3
GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP	44	13	6	2
GTTRYCATRR_UNKNOWN	46	11	6	2
MEIS1BHOXA9_01	54	16	6	4
SENESE_HDAC1_TARGETS_UP	62	20	10	5
GSE7460_TCONV_VS_TREG_THYMUS_UP	50	14	8	3
OCT1_B	76	33	12	5
AR_Q6	61	21	10	4
CDX2_Q5	71	28	10	3
GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN	52	13	6	3
GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	55	15	6	3
GSE27786_LSK_VS_NEUTROPHIL_UP	53	12	4	4
ACTGAAA_MIR30A3P_MIR30E3P	52	13	6	2
TGTGTGA_MIR377	66	25	11	4
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP	57	21	7	3
JOHNSTONE_PARVB_TARGETS_2_DN	64	22	7	2
GEORGES_TARGETS_OF_MIR192_AND_MIR215	80	33	11	6
GSE22611_UNSTIM_VS_6H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN	51	13	9	4
PUJANA_XPRSS_INT_NETWORK	41	7	4	2
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_DN	49	11	4	3
PIGF_UP.V1_DN	67	18	8	5
PID_MAPK_TRK_PATHWAY	43	7	3	2
RUTELLA_RESPONSE_TO_HGF_UP	64	20	9	4
GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_UP	52	13	5	4
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	55	13	8	4
GSE17721_LPS_VS_POLYIC_4H_BMDC_DN	47	9	4	3
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN	54	17	6	3
GSE32986_GMCSF_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	54	16	9	3
TAL1BETAE47_01	63	20	7	5
EFC_Q6	64	21	11	7
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	61	19	6	3
ZF5_B	55	15	5	3
STAT5A_04	68	28	8	4
GCTNWTTGK_UNKNOWN	69	24	11	5
IVANOVA_HEMATOPOIESIS_STEM_CELL	59	20	7	2
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	52	12	8	2
GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_DN	51	13	6	2
GSE4984_GALECTIN1_VS_LPS_STIM_DC_DN	42	10	6	2
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	47	11	6	3
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	9	4	2	2
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	48	9	5	2
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_UP	44	9	4	2
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	51	15	8	4
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_DN	51	13	7	4
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	57	19	8	4
GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP	56	14	6	3
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	61	17	9	5
SREBP_Q3	60	17	9	6
BERNARD_PPAPDC1B_TARGETS_DN	44	8	4	2
CAGTATT_MIR200B_MIR200C_MIR429	76	29	9	6
CTTTGCA_MIR527	70	22	9	7
YNGTTNNNATT_UNKNOWN	82	38	9	6
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_UP	47	11	5	2
GSE27859_DC_VS_CD11C_INT_F480_INT_DC_DN	41	8	3	2
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	42	14	5	2
GSE22935_24H_VS_48H_MBOVIS_BCG_STIM_MACROPHAGE_DN	47	10	5	2
GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN	52	14	6	2
GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_1H_UP	57	18	10	5
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_DN	51	15	7	4
GSE28737_WT_VS_BCL6_KO_FOLLICULAR_BCELL_UP	50	16	7	3
HEN1_01	67	22	8	5
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_DN	48	9	3	2
SRF_C	54	12	5	3
GSE360_DC_VS_MAC_UP	55	19	10	4
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	42	11	6	2
GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DN	50	14	9	4
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	51	13	5	3
GSE22103_UNSTIM_VS_LPS_STIM_NEUTROPHIL_DN	43	8	3	3
GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	48	12	7	4
GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP	54	14	4	2
CP2_02	55	13	5	2
WEI_MIR34A_TARGETS	56	13	6	3
NFKAPPAB_01	62	17	9	6
AML1_Q6	63	21	10	4
AML1_01	63	21	10	4
GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP	53	15	7	3
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN	37	11	6	3
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_UP	50	13	7	4
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_DN	49	10	3	2
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP	53	14	6	3
GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_DN	47	12	5	3
MANALO_HYPOXIA_UP	57	20	6	3
HOELZEL_NF1_TARGETS_DN	51	14	4	2
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	79	35	8	3
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_DN	54	14	5	2
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	47	12	4	3
GSE23308_WT_VS_MINERALCORTICOID_REC_KO_MACROPHAGE_CORTICOSTERONE_TREATED_UP	49	9	4	2
PRC2_EZH2_UP.V1_DN	61	18	10	4
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	63	23	10	3
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	74	30	10	4
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	64	21	10	4
ONDER_CDH1_TARGETS_2_DN	68	25	11	4
GSE36009_UNSTIM_VS_LPS_STIM_NLRP10_KO_DC_DN	58	17	6	2
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP	52	15	7	2
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP	47	11	6	2
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	53	11	4	3
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	79	33	11	6
CATTTCA_MIR203	66	29	10	4
LXR_DR4_Q3	47	11	5	2
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	42	10	6	2
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	51	15	8	2
GSE34515_CD16_POS_MONOCYTE_VS_DC_DN	58	14	6	3
GSE11924_TH1_VS_TH2_CD4_TCELL_UP	51	11	7	3
NKX22_01	57	18	7	3
GSE4748_CTRL_VS_LPS_STIM_DC_3H_DN	45	14	7	3
FREAC7_01	68	21	10	6
REACTOME_SIGNALLING_TO_ERKS	41	7	3	2
NRF2_01	55	12	7	3
PEA3_Q6	64	20	11	6
CHICAS_RB1_TARGETS_CONFLUENT	82	34	11	4
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	47	9	3	2
GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	48	12	7	4
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	60	19	7	4
OSF2_Q6	66	21	10	5
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	62	20	11	4
P53_DN.V1_UP	55	17	5	2
TIEN_INTESTINE_PROBIOTICS_24HR_UP	58	18	8	5
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_DN	53	13	6	3
BHAT_ESR1_TARGETS_VIA_AKT1_UP	57	17	9	3
AACATTC_MIR4093P	63	21	8	3
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	53	16	8	3
TAL1BETAITF2_01	65	22	9	4
GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN	51	16	9	5
GSE3203_HEALTHY_VS_INFLUENZA_INFECTED_LN_BCELL_UP	56	17	10	4
AP2_Q3	65	21	9	5
GCM_Q2	59	18	9	5
AFP1_Q6	67	26	9	4
GSE12366_GC_VS_MEMORY_BCELL_DN	52	13	6	2
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_UP	49	11	4	2
GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP	54	14	6	2
GSE22886_DC_VS_MONOCYTE_DN	51	9	5	3
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	58	17	8	4
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN	55	16	7	5
FEVR_CTNNB1_TARGETS_UP	65	21	10	7
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN	51	15	7	3
GRUETZMANN_PANCREATIC_CANCER_UP	57	18	10	5
PPAR_DR1_Q2	63	20	10	4
TATA_01	59	14	8	5
IKEDA_MIR1_TARGETS_UP	47	10	3	1
KEGG_ACUTE_MYELOID_LEUKEMIA	47	10	6	4
TCTGATA_MIR361	55	16	7	3
GSE22935_24H_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN	55	15	9	5
SP1_Q2_01	66	19	8	6
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	55	14	8	4
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_UP	51	14	6	2
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	49	11	6	3
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP	48	13	6	3
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP	57	15	9	6
CART1_01	73	26	8	5
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	54	18	7	3
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	53	16	7	3
MARTENS_TRETINOIN_RESPONSE_DN	59	15	6	3
GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_DN	56	15	6	4
GCTTGAA_MIR498	53	13	5	2
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	51	13	6	2
GSE5142_CTRL_VS_HTERT_TRANSDUCED_CD8_TCELL_EARLY_PASSAGE_CLONE_DN	51	12	7	2
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	51	12	6	3
STAT5A_01	63	24	9	3
GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	59	17	8	6
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_UP	54	16	10	2
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_DN	47	12	4	3
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	57	15	9	5
GSE17721_0.5H_VS_12H_POLYIC_BMDC_DN	51	11	6	3
GSE13411_NAIVE_VS_MEMORY_BCELL_DN	54	13	5	3
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_UP	57	15	6	4
GSE29618_BCELL_VS_MDC_DN	51	13	7	3
TATTATA_MIR374	70	29	9	3
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	54	13	8	2
LI_AMPLIFIED_IN_LUNG_CANCER	51	11	7	3
PID_MET_PATHWAY	51	14	7	3
ELVIDGE_HIF1A_TARGETS_DN	47	11	3	2
